year,value_measure,normalization_mean,cutoff_normalized,cutoff_income_adj,cutoff_quantile,n_total,n_body,n_tail,body_fraction,tail_fraction,gompertz_intercept_mode,gompertz_A,gompertz_A_theoretical,gompertz_A_free_diagnostic,gompertz_A_free_deviation,gompertz_B,gompertz_B_free_diagnostic,gompertz_r2,gompertz_rmse,pareto_alpha,pareto_density_exponent,pareto_beta,pareto_r2,pareto_rmse,pareto_ks,continuity_error,joint_log_likelihood,joint_aic,joint_bic,likelihood_type,candidate_count,second_best_cutoff_normalized,second_best_log_likelihood,log_likelihood_difference,profile_ci_lower,profile_ci_upper,profile_ci_width,sensitivity_cutoff_p20,sensitivity_cutoff_p40,sensitivity_cutoff_p60,sensitivity_spread,sensitivity_max_relative_change,selection_criterion,fit_status,failure_reason
2013,income_adj,691.9632268598937,0.5814024185425477,402.3090936388478,0.4512878453850676,108864,49129,59735,0.4512878453850676,0.5487121546149324,fixed,1.5271796258079011,1.5271796258079011,1.532144744061512,0.00496511825361079,0.22233771873589525,0.2123598465936257,0.90406327110262,0.008854177418725856,1.4329672711037906,2.4329672711037906,26.30149441031568,0.7894849943556306,1.370774955397277,0.08594500928327062,0.0,-98234.36270705434,196474.7254141087,196503.51897813595,normalized_piecewise_microdata,69,0.5537165890881407,-99322.79184808429,1088.4291410299484,0.5814024185425477,0.5814024185425477,0.0,0.5814024185425477,0.5814024185425477,0.8589961683078143,0.27759374976526663,0.47745544378906296,log_likelihood,weakly_identified,
2014,income_adj,720.5192007201915,0.561146331333128,404.3167061392131,0.4310387086608659,114238,49241,64997,0.4310387086608659,0.5689612913391341,fixed,1.5271796258079011,1.5271796258079011,1.5318709537178923,0.004691327909991161,0.21548823683587875,0.20243019677914384,0.8901975054671947,0.008721480667860387,1.4096127216288807,2.4096127216288807,26.212197992925965,0.7443786641940198,1.612419515341661,0.07103242994394673,7.105427357601002e-15,-103439.88013478354,206885.76026956708,206914.69838737833,normalized_piecewise_microdata,69,0.5344250774601219,-104180.26454381383,740.3844090302882,0.561146331333128,0.561146331333128,0.0,0.561146331333128,0.561146331333128,0.7895892399908487,0.22844290865772077,0.40710042265625046,log_likelihood,weakly_identified,
2015,income_adj,439.02070211217034,0.6059102642806194,266.0071496414482,0.4624673742822342,114940,53156,61784,0.4624673742822342,0.5375326257177658,fixed,1.5271796258079011,1.5271796258079011,1.5343839853024717,0.007204359494570545,0.22021739555386044,0.2165833415976225,0.8984648868614328,0.010261878146268104,1.4749136413151336,2.4749136413151334,26.868599372125733,0.7098423347725829,1.8845281048307947,0.09631436255565415,0.0,-104153.77651986315,208313.5530397263,208342.5095363225,normalized_piecewise_microdata,69,0.5770573945529709,-104618.60109834012,464.8245784769679,0.6059102642806194,0.6059102642806194,0.0,0.6059102642806194,0.6059102642806194,0.773312098830857,0.1674018345502376,0.2762815625000002,log_likelihood,weakly_identified,
2016,income_adj,724.2162452144746,0.49589868021975997,359.137880195568,0.23597686492790962,229781,54223,175558,0.23597686492790962,0.7640231350720904,fixed,1.5271796258079011,1.5271796258079011,1.5294148397340634,0.002235213926162327,0.12060758659231446,0.1256903989855017,0.9739509081608514,0.0024304064990517075,1.5746378177587004,2.5746378177587004,25.36546390965024,0.8560724732060828,0.8480767741143193,0.15794836635984755,0.0,-171840.1161970782,343686.2323941564,343717.26704003755,normalized_piecewise_microdata,63,0.4497947212877641,-181050.79670456648,9210.680507488287,0.49589868021975997,0.49589868021975997,0.0,0.49589868021975997,0.5467282949422854,0.8481550304177916,0.35225635019803164,0.7103393581163142,log_likelihood,weakly_identified,
2017,income_adj,780.5852766171959,0.4974686467894681,388.3167012625391,0.24997702256165613,228485,57116,171369,0.24997702256165613,0.7500229774383439,fixed,1.5271796258079011,1.5271796258079011,1.5292620262625507,0.00208240045464958,0.12878769130431905,0.13310761868647283,0.9781793901223421,0.00233848720835963,1.561053225043155,2.561053225043155,25.264917127790333,0.8244645800716037,1.0407877883621552,0.15359607413472554,0.0,-173839.6343211288,347685.2686422576,347716.28631978255,normalized_piecewise_microdata,66,0.4737796636090173,-179045.9410510662,5206.306729937409,0.4974686467894681,0.4974686467894681,0.0,0.4974686467894681,0.6349100618192232,0.7717371483291523,0.2742685015396842,0.5513282159785164,log_likelihood,weakly_identified,
2018,income_adj,612.301707833554,0.47194416586494803,288.97221876118977,0.24754549255176359,227235,56251,170984,0.24754549255176359,0.7524545074482364,fixed,1.5271796258079011,1.5271796258079011,1.52920097855698,0.0020213527490788863,0.13436438518379618,0.13956081889053087,0.9800461216492669,0.0022234533604923662,1.4710904496435835,2.4710904496435835,24.967560446727315,0.8091524142975468,1.1932559469553683,0.13446781084408396,1.4210854715202004e-14,-177746.14146566525,355498.2829313305,355529.28415134025,normalized_piecewise_microdata,68,0.4494706341570934,-183282.57058471665,5536.429119051405,0.47194416586494803,0.47194416586494803,0.0,0.47194416586494803,0.6023336374228752,0.9811380255254334,0.5091938596604854,1.0789281794113685,log_likelihood,weakly_identified,
2019,income_adj,628.0161927738719,0.4845394032059232,304.29859125030794,0.24683080611859778,225215,55590,169625,0.24683080611859778,0.7531691938814022,fixed,1.5271796258079011,1.5271796258079011,1.5291078385435262,0.0019282127356250456,0.13159737256545967,0.14394341017414172,0.9803709285240844,0.0023081474655619423,1.5422588895322074,2.5422588895322074,24.612095190775296,0.834581396692452,1.2286652345931686,0.20940592088967613,0.0,-168308.77197154769,336623.54394309537,336654.51837543683,normalized_piecewise_microdata,69,0.46146609829135543,-177001.72389104927,8692.95191950159,0.4845394032059232,0.4845394032059232,0.0,0.4845394032059232,0.560914926636257,0.9593548755809151,0.47481547237499194,0.9799315994393986,log_likelihood,weakly_identified,
2020,income_adj,508.3830659687132,0.4458147618125016,226.64467546435117,0.2129649853509373,132773,28276,104497,0.2129649853509373,0.7870350146490627,fixed,1.5271796258079011,1.5271796258079011,1.5298637491940752,0.0026841233861740754,0.11927952450998286,0.1299143213224124,0.9638547223778506,0.0027053371730862957,1.4156921311243245,2.4156921311243247,25.103590762812928,0.8304908399529838,0.8422223554779884,0.11901342950422378,1.4210854715202004e-14,-103493.75201161571,206993.50402323142,207022.89321177773,normalized_piecewise_microdata,65,0.4681054999031268,-107817.65232293424,4323.900311318532,0.4458147618125016,0.4458147618125016,0.0,0.4458147618125016,0.5418906293253571,0.8826827344091209,0.4368679725966193,0.9799315994393988,log_likelihood,weakly_identified,
2021,income_adj,478.3538045705563,0.5074070572576356,242.72009630514006,0.2594429939077459,172350,44715,127635,0.2594429939077459,0.7405570060922542,fixed,1.5271796258079011,1.5271796258079011,1.529150362962764,0.001970737154862956,0.13068639563906692,0.1290678490147067,0.9624813991630914,0.0029098716264712534,1.5618196130158426,2.5618196130158424,25.79284097096443,0.8524114056493235,0.8089586201815948,0.1817490797555319,0.0,-134660.90453873805,269327.8090774761,269357.98092519195,normalized_piecewise_microdata,66,0.4602331585103269,-138477.3965539295,3816.492015191441,0.5074070572576356,0.5074070572576356,0.0,0.5074070572576356,0.5594162806265431,0.9112301736443978,0.40382311638676227,0.7958563260221297,log_likelihood,weakly_identified,
2022,income_adj,518.5004735499999,0.46265448587539454,239.88657001642383,0.22863322810709694,205272,46932,158340,0.22863322810709694,0.771366771892903,fixed,1.5271796258079011,1.5271796258079011,1.5291512716679023,0.0019716458600012032,0.12443819549709087,0.12869149751208062,0.9699752145435684,0.0024290746782452536,1.4701732171435706,2.4701732171435706,24.887284963057056,0.8392139616268908,0.9749027800533784,0.15347774365823735,0.0,-157309.44505121134,314624.8901024227,314655.58637604647,normalized_piecewise_microdata,64,0.48578721016916426,-158580.681888296,1271.236837084667,0.46265448587539454,0.46265448587539454,0.0,0.46265448587539454,0.5904773901306829,0.7912961764017556,0.3286416905263611,0.7103393581163142,log_likelihood,weakly_identified,
2023,income_adj,579.5356416565651,0.471605064274639,273.3119435328885,0.2262450389206277,201821,45661,156160,0.2262450389206277,0.7737549610793724,fixed,1.5271796258079011,1.5271796258079011,1.5294469778195767,0.002267352011675605,0.12106649630490868,0.1302772294667064,0.9733987526693455,0.0024131608675366147,1.5130760314676281,2.5130760314676284,24.837448761421832,0.818125090940937,1.1379760073276552,0.16074699393900765,0.0,-150888.089482556,301782.178965112,301812.82437444676,normalized_piecewise_microdata,66,0.449147680261561,-159736.51011140947,8848.420628853462,0.471605064274639,0.471605064274639,0.0,0.471605064274639,0.5459418125309291,0.8892816849647679,0.4176766206901289,0.8856491423232365,log_likelihood,weakly_identified,
2024,income_adj,548.5700430550862,0.47777213455886475,262.0914804254769,0.22940854484169285,208266,47778,160488,0.22940854484169285,0.7705914551583072,fixed,1.5271796258079011,1.5271796258079011,1.529419307000663,0.0022396811927618554,0.12135354013195518,0.12973105148436223,0.9731515323190494,0.00243682469019648,1.5437891009510012,2.543789100951001,24.667405877443493,0.8332450126962915,1.0894042937637176,0.17591204466570315,0.0,-153097.77851767465,306201.5570353493,306232.2967495127,normalized_piecewise_microdata,66,0.4550210805322521,-159019.86791436345,5922.089396688796,0.47777213455886475,0.47777213455886475,0.0,0.47777213455886475,0.6722733724711575,0.81715248594727,0.3393803513884052,0.7103393581163141,log_likelihood,weakly_identified,
2025,income_adj,599.9767118927879,0.45020482971969994,270.112413413478,0.2021028091635668,215331,43519,171812,0.2021028091635668,0.7978971908364332,fixed,1.5271796258079011,1.5271796258079011,1.5292783706008655,0.0020987447929643466,0.1119209835607606,0.1239763788265103,0.9724052878649833,0.0022414597942223926,1.4554610478264896,2.4554610478264896,24.961691682121405,0.7881366577463325,1.1469118158140748,0.1495159797889059,1.4210854715202004e-14,-161661.08196415196,323328.1639283039,323359.0037232783,normalized_piecewise_microdata,63,0.6033175296956905,-200876.9874682466,39215.90550409464,0.45020482971969994,0.45020482971969994,0.0,0.45020482971969994,0.6033175296956905,0.8913747685822676,0.44116993886256767,0.9799315994393987,log_likelihood,boundary_lower,
