year,total,income_n,income_n_missing,income_n_zero,income_n_positive,income_zero_fraction,income_missing_fraction,income_sum,income_xmin,income_xmax,income_mean,income_median,income_std,income_gini,income_pietra,income_k,income_zanardi,income_legacy_z,income_top_10_share,income_top_1_share,income_top_0_1_share,income_herfindahl,income_herfindahl_normalized,income_shannon_entropy,income_shannon_inequality,income_theil,income_atkinson_0.5,income_gini_poor,income_gini_rich,income_delta_gini,income_kolkata_excess,income_pietra_over_kolkata_excess,income_pietra_over_gini,income_kolkata_small_g_prediction,income_pietra_small_g_prediction,income_adj_n,income_adj_n_missing,income_adj_n_zero,income_adj_n_positive,income_adj_zero_fraction,income_adj_missing_fraction,income_adj_sum,income_adj_xmin,income_adj_xmax,income_adj_mean,income_adj_median,income_adj_std,income_adj_gini,income_adj_pietra,income_adj_k,income_adj_zanardi,income_adj_legacy_z,income_adj_top_10_share,income_adj_top_1_share,income_adj_top_0_1_share,income_adj_herfindahl,income_adj_herfindahl_normalized,income_adj_shannon_entropy,income_adj_shannon_inequality,income_adj_theil,income_adj_atkinson_0.5,income_adj_gini_poor,income_adj_gini_rich,income_adj_delta_gini,income_adj_kolkata_excess,income_adj_pietra_over_kolkata_excess,income_adj_pietra_over_gini,income_adj_kolkata_small_g_prediction,income_adj_pietra_small_g_prediction
1976,148387,148387,0,0,148387,0.0,0.0,328015324.0,1.0,405544.0,2210.5394946996703,1000.0,5429.8406754534,0.6136927360052815,0.46448923188940094,0.7307410953776157,0.041033821832468106,-0.094103666397958,0.5100221872561052,0.1657762672087847,0.04798937866085795,4.740020777151821e-05,4.066134696394723e-05,11.072396207253389,0.07013875761059352,0.8351827975466638,0.3164330710721719,0.3228027164139302,0.4507877965305012,0.127985080116571,0.46148219075523134,1.0065160502277422,0.7568758837083636,0.7301347760019805,0.46026955200396114,148387,0,0,148387,0.0,0.0,163217662.04195473,0.49759157606293647,201795.27812286752,1099.945831116976,497.5915760629364,2701.8429794694966,0.6136927360052817,0.46448923188942204,0.7307410953775938,0.041033821832505084,-0.09410366639793057,0.5100221872562196,0.16577626720884286,0.047989378660916904,4.740020777151821e-05,4.066134696394723e-05,11.072396207253389,0.07013875761059352,0.8351827975466638,0.31643307107217167,0.32280271641401775,0.45078779653069756,0.1279850801166798,0.4614821907551876,1.0065160502278834,0.7568758837083978,0.7301347760019806,0.4602695520039613
1977,192959,192959,0,0,192959,0.0,0.0,607705098.0,1.0,692500.0,3149.400121269285,1300.0,9574.306100144884,0.6331139745324665,0.4794903292095212,0.7386463443787745,0.042488483150874404,-0.08804418516955399,0.5320929593386428,0.18894951248212177,0.06709569844681362,5.307761004328666e-05,4.789541017393708e-05,11.229699314721454,0.07728148627765485,0.9405336953648478,0.34069411985393083,0.3339099218877767,0.4732538325446427,0.13934391065686602,0.47729268875754904,1.004604387420417,0.7573523070053995,0.7374177404496749,0.4748354808993499,192959,0,0,192959,0.0,0.0,215300923.10126054,0.35428520150617615,245342.50204302697,1115.7858565874644,460.57076195802904,3392.034965971641,0.633113974532467,0.47949032920965395,0.7386463443789062,0.042488483150995265,-0.088044185169565,0.5320929593389094,0.18894951248228098,0.06709569844698293,5.307761004328664e-05,4.789541017393706e-05,11.229699314721453,0.07728148627765508,0.9405336953648477,0.34069411985393094,0.33390992188734364,0.4732538325446515,0.13934391065730783,0.4772926887578124,1.0046043874201407,0.7573523070056085,0.7374177404496751,0.47483548089935024
1978,215695,215695,0,0,215695,0.0,0.0,942934675.0,1.0,830000.0,4371.611187092886,2000.0,9782.350359726359,0.6190917906189892,0.46810061477744735,0.7331543871957512,0.03142197828617784,-0.09632070691002645,0.509639992823469,0.1546607584454358,0.040439725053063036,2.7850779975627318e-05,2.3214711521150028e-05,11.46175366289127,0.06675560271081837,0.8198669888742406,0.32015433770352875,0.34075492564539556,0.440188503034448,0.09943357738905245,0.4663087743915024,1.0038426049097686,0.7561085801338511,0.732159421482121,0.4643188429642419,215695,0,0,215695,0.0,0.0,241344978.4000098,0.25595089967394596,212439.24672937515,1118.917816361111,511.90179934789194,2503.8013754977105,0.6190917906189888,0.46810061477771986,0.7331543871959001,0.03142197828640588,-0.09632070690999799,0.5096399928240154,0.15466075844598026,0.0404397250536177,2.785077997562732e-05,2.321471152115003e-05,11.46175366289127,0.06675560271081837,0.819866988874241,0.3201543377035285,0.3407549256452901,0.4401885030350994,0.09943357738980929,0.4663087743918002,1.003842604909712,0.7561085801342917,0.7321594214821208,0.4643188429642416
1979,171371,171371,0,0,171371,0.0,0.0,1721207712.0,1.0,1029998.0,10043.751346493864,3000.0,58426.34168721229,0.7288355532327915,0.566076183788813,0.7794482264194571,0.06498071562418689,-0.05354310205690975,0.6524295267624272,0.40059629479512804,0.09959334218286497,0.00020329824195360776,0.00019746410119526005,10.30339352438582,0.14505912670412935,1.7481925515791186,0.48649930009053055,0.3565231212556323,0.6320197012453158,0.2754965799896835,0.5588964528389142,1.0128462632271673,0.776685743825133,0.7733133324622968,0.5466266649245937,171371,0,0,171371,0.0,0.0,260532431.5973433,0.1513660610401351,155906.7401392171,1520.2830793853295,454.0981831204054,8843.765202178367,0.7288355532327921,0.5660761837885986,0.7794482264193848,0.06498071562412472,-0.05354310205692109,0.6524295267622234,0.40059629479492864,0.0995933421826588,0.00020329824195360782,0.00019746410119526013,10.303393524385822,0.14505912670412924,1.748192551579119,0.48649930009053055,0.35652312125576996,0.6320197012451254,0.27549657998935545,0.5588964528387697,1.0128462632270456,0.7766857438248381,0.773313332462297,0.5466266649245941
1981,479110,472198,6912,0,472198,0.0,0.014426749598213355,4834423856.187634,0.09090909090909091,830000.0,10238.12861593576,5000.0,17716.634593001138,0.588486655721123,0.44180024835598664,0.7205455417455862,0.022066752388014296,-0.10897006526325484,0.47029748235265734,0.12589107111681486,0.027128340915363647,8.45931751038932e-06,6.34157525306348e-06,12.374811865337033,0.052838399021514104,0.6903418027941117,0.28466426606220996,0.33375498407536636,0.3982464967072476,0.06449151263188124,0.4410910834911723,1.0016077515310475,0.7507396201101808,0.7206824958954211,0.44136499179084226,472198,6912,0,472198,0.0,0.014426749598213355,159921173.77980775,0.003007243253367068,27456.13090324133,338.6739752811485,165.39837893518873,586.0605283738952,0.5884866557211235,0.4418002483560832,0.7205455417456132,0.022066752388119316,-0.10897006526322639,0.47029748235282653,0.12589107111701903,0.027128340915561266,8.45931751038932e-06,6.34157525306348e-06,12.374811865337033,0.052838399021514104,0.6903418027941116,0.2846642660622102,0.3337549840753021,0.3982464967074941,0.06449151263219205,0.4410910834912265,1.0016077515311435,0.7507396201103443,0.7206824958954213,0.4413649917908426
1982,206845,206845,0,0,206845,0.0,0.0,10204981737.0,1.0,5150000.0,49336.371374700866,25000.0,88324.41086880892,0.5898439323148561,0.44197560748809456,0.7204863199960878,0.026502594490490868,-0.10688260683214772,0.4757140923044064,0.12898897126169362,0.02789312066752192,2.0329123434920693e-05,1.5494660405407797e-05,11.535740907168265,0.05751633246277754,0.7039840923237529,0.2889110089998247,0.33080512434665726,0.4084292462764805,0.07762412192982321,0.4409726399921756,1.002274443820226,0.7493094075810038,0.721191474618071,0.4423829492361421,206845,0,0,206845,0.0,0.0,167590895.21663922,0.016422459102401747,84575.664377369,810.2245411619291,410.56147756004367,1450.5040252367428,0.5898439323148561,0.4419756074881367,0.7204863199960962,0.026502594490520497,-0.10688260683214089,0.47571409230441075,0.12898897126164066,0.027893120667474514,2.03291234349207e-05,1.5494660405407807e-05,11.535740907168265,0.05751633246277754,0.703984092323753,0.2889110089998247,0.3308051243465719,0.4084292462764833,0.07762412192991142,0.4409726399921925,1.002274443820283,0.7493094075810752,0.721191474618071,0.4423829492361421
1983,508216,499797,8419,3,499794,6.002436989417704e-06,0.01656579092354432,21847634129.00498,5.0,7000000.0,43713.015742401374,20428.571428571428,81150.83862496793,0.5984475364064354,0.45192795088666077,0.7255842192606875,0.02168100371519114,-0.10603330848091104,0.4788964464965827,0.13248846452116947,0.030577189627159274,8.896379160771625e-06,6.895580627728465e-06,12.399176404530333,0.05508178956740484,0.7227808904336827,0.29441785290679445,0.33725821772341996,0.4024223409215477,0.06516412319812775,0.451168438521375,1.0016834341687884,0.755167200788231,0.7244178261524132,0.4488356523048266,499797,8419,3,499794,6.002436989417704e-06,0.01656579092354432,100598147.52274218,0.023022663902355404,32231.729463297568,201.27801391913553,94.06402680105208,373.6616966113836,0.5984475364064352,0.45192795088660254,0.725584219260646,0.021681003715102502,-0.1060333084809258,0.47889644649646923,0.13248846452103713,0.030577189627028822,8.896379160771625e-06,6.895580627728465e-06,12.39917640453033,0.05508178956740517,0.7227808904336829,0.2944178529067947,0.3372582177235193,0.4024223409213745,0.0651641231978552,0.45116843852129196,1.0016834341688436,0.7551672007881339,0.7244178261524132,0.4488356523048264
1984,511389,504543,6846,33,504510,6.540572359541209e-05,0.013387069334694333,62435643305.11872,2.5,9999998.0,123746.92207625261,60000.0,213075.30715878782,0.5907641612179759,0.44505261498723514,0.7221229118194434,0.024184741006162098,-0.10733887123456311,0.47411982989107937,0.12635455451939992,0.025614284346508254,7.858216253035619e-06,5.876236275583302e-06,12.435780021193828,0.05297438845979918,0.6956283268537208,0.28622595974251164,0.3294875133109905,0.40068943544032254,0.07120192212933202,0.44424582363888687,1.001816092139572,0.7533507348679921,0.721536560456741,0.44307312091348194,504543,6846,33,504510,6.540572359541209e-05,0.013387069334694333,87732006.18258373,0.003512897502867209,14051.587201150835,173.88410141966835,84.30954006881302,299.40468577630776,0.5907641612179759,0.44505261498707505,0.7221229118193508,0.02418474100606539,-0.10733887123455124,0.4741198298908925,0.12635455451926036,0.025614284346361815,7.858216253035619e-06,5.876236275583302e-06,12.435780021193828,0.05297438845979918,0.6956283268537208,0.28622595974251175,0.3294875133111678,0.4006894354402005,0.0712019221290327,0.4442458236387017,1.0018160921396293,0.7533507348677211,0.721536560456741,0.44307312091348194
1985,519783,514137,5646,0,514137,0.0,0.010862225197822938,243010427915.47827,4.0,75000000.0,472656.95313793456,223333.33333333334,900141.4286116081,0.6020969269730709,0.45355558839800614,0.7264272010686054,0.02241790692054757,-0.10477631339001031,0.48381655609752516,0.13734837166333302,0.0329598601468597,8.999238162819157e-06,7.054245007774894e-06,12.410638374637212,0.05624280526100889,0.7396066712504032,0.2992855737727639,0.3415294076896976,0.40944921741179635,0.06791980972209877,0.45285440213721073,1.0015483701990888,0.7532933122216244,0.7257863476149016,0.4515726952298032,514137,5646,0,514137,0.0,0.010862225197822938,97686971.40068725,0.0016079469879319557,30149.00602372417,190.0018310308094,89.7770401595342,361.8449247122007,0.6020969269730709,0.45355558839791854,0.7264272010685632,0.022417906920512383,-0.10477631339000287,0.483816556097423,0.13734837166333014,0.03295986014687036,8.999238162819154e-06,7.054245007774891e-06,12.410638374637212,0.05624280526100889,0.7396066712504028,0.2992855737727642,0.3415294076897838,0.40944921741176943,0.06791980972198564,0.45285440213712636,1.001548370199082,0.753293312221479,0.7257863476149016,0.4515726952298032
1986,287320,284142,3178,0,284142,0.0,0.011060838089934568,377677011.030303,0.16666666666666666,334666.6666666667,1329.1840383692063,652.25,2830.9573725994533,0.5930790055733721,0.44469545804926214,0.721918005548659,0.024300114921456353,-0.10680111697482676,0.4754459450184656,0.13895164120429826,0.037182041241290764,1.9484019356535257e-05,1.5964708465179756e-05,11.827511709110063,0.05811136041912812,0.729717683074933,0.29158701584530466,0.3358144342951111,0.4076038030803812,0.07178936878527009,0.4438360110973181,1.0019364065340692,0.7498081265232834,0.7224046270900145,0.4448092541800291,284142,3178,0,284142,0.0,0.011060838089934568,80438704.98606908,0.03549713231006227,71278.24167860505,283.0933300464876,138.9180272954287,602.9452105158542,0.5930790055733719,0.44469545804928085,0.7219180055486722,0.02430011492144605,-0.10680111697483846,0.4754459450184376,0.13895164120433368,0.037182041241316854,1.9484019356535253e-05,1.596470846517975e-05,11.827511709110063,0.05811136041912812,0.7297176830749329,0.29158701584530433,0.335814434295099,0.4076038030803407,0.07178936878524173,0.4438360110973445,1.0019364065340517,0.7498081265233153,0.7224046270900144,0.4448092541800289
